[Sample ID]	[Taxon]	[Kingdom/SuperKingdom]	[Phylum]	[Class]	[Order]	[Family]	[Genus]	[Species]	[Relative Abundance]	
EUSMPL0020-1-3	1069357	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. NCCP-560	0.0003	
EUSMPL0020-1-3	1032053	Bacteria	Proteobacteria	Gammaproteobacteria	N/A	N/A	N/A	gamma proteobacterium PEB0174	0.0003	
EUSMPL0020-1-3	1244765	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium biavatii	0.0002	
EUSMPL0020-1-3	1230462	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Fructobacillus	Fructobacillus tropaeoli	0.0002	
EUSMPL0020-1-3	960992	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	uncultured Gluconacetobacter sp.	0.0002	
EUSMPL0020-1-3	1183323	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	0.0001	
EUSMPL0020-1-3	1233441	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. Aahonto7	0.0001	
EUSMPL0020-1-3	1231791	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. Anhor4	0.0001	
EUSMPL0020-1-3	1052813	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pluralibacter	Pluralibacter gergoviae	0.0001	
EUSMPL0020-1-3	1072520	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	0.0001	
EUSMPL0020-1-3	113948	Eukaryota	Streptophyta	N/A	Asterales	Goodeniaceae	Scaevola	Scaevola aemula	0.0001	
EUSMPL0020-1-3	216031	Eukaryota	Streptophyta	N/A	Cycadales	Zamiaceae	Zamia	Zamia integrifolia	0.0001	
EUSMPL0020-1-305	960992	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	uncultured Gluconacetobacter sp.	0.3333	
EUSMPL0020-1-305	1231591	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. Anuhmto23	0.1515	
EUSMPL0020-1-305	9290	N/A	N/A	N/A	N/A	N/A	N/A	uncultured organism	0.1212	
EUSMPL0020-1-305	1232998	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	uncultured Lactobacillus sp.	0.0606	
EUSMPL0020-1-305	1032053	Bacteria	Proteobacteria	Gammaproteobacteria	N/A	N/A	N/A	gamma proteobacterium PEB0174	0.0303	
EUSMPL0020-1-306	1231591	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. Anuhmto23	0.985	
EUSMPL0020-1-306	1205307	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	uncultured Bacillus sp.	0.002	
EUSMPL0020-1-306	1313195	Bacteria	N/A	N/A	N/A	N/A	N/A	uncultured bacterium	0.0019	
EUSMPL0020-1-306	9290	N/A	N/A	N/A	N/A	N/A	N/A	uncultured organism	0.0014	
EUSMPL0020-1-306	1024725	Bacteria	Proteobacteria	Gammaproteobacteria	N/A	N/A	N/A	uncultured gamma proteobacterium	0.0013	
EUSMPL0020-1-306	1173194	Bacteria	Firmicutes	Bacilli	N/A	N/A	N/A	uncultured Bacilli bacterium	0.001	
EUSMPL0020-1-306	1232998	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	uncultured Lactobacillus sp.	0.0009	
EUSMPL0020-1-306	1059044	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	N/A	uncultured Enterobacteriaceae bacterium	0.0007	
EUSMPL0020-1-306	1022773	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Frischella	Frischella perrara	0.0004	
EUSMPL0020-1-306	1069357	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. NCCP-560	0.0004	
EUSMPL0020-1-306	993270	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	N/A	N/A	uncultured Rhizobiales bacterium	0.0003	
EUSMPL0020-1-306	1232726	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. Adhmto1	0.0002	
EUSMPL0020-1-306	960992	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	uncultured Gluconacetobacter sp.	0.0002	
EUSMPL0020-1-306	960930	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	N/A	uncultured Acetobacteraceae bacterium	0.0002	
EUSMPL0020-1-306	1032053	Bacteria	Proteobacteria	Gammaproteobacteria	N/A	N/A	N/A	gamma proteobacterium PEB0174	0.0002	
EUSMPL0020-1-306	1244941	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	uncultured Bifidobacterium sp.	0.0001	
EUSMPL0020-1-306	934764	Bacteria	Bacteroidetes	N/A	N/A	N/A	N/A	uncultured Bacteroidetes bacterium	0.0001	
EUSMPL0020-1-306	1183323	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	0.0001	
EUSMPL0020-1-306	1168296	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Fonticella	Fonticella tunisiensis	0.0001	
EUSMPL0020-1-306	1115753	Bacteria	Proteobacteria	Deltaproteobacteria	N/A	N/A	N/A	uncultured delta proteobacterium	0.0001	
EUSMPL0020-1-306	1072520	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	0.0001	
EUSMPL0020-1-306	878550	Eukaryota	Phaeophyceae	N/A	Ectocarpales	Ectocarpaceae	Ectocarpus	Ectocarpus siliculosus	0.0001	
EUSMPL0020-1-307	1069357	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. NCCP-560	0.5492	
EUSMPL0020-1-307	1231591	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. Anuhmto23	0.1594	
EUSMPL0020-1-307	1038533	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	uncultured Pantoea sp.	0.0419	
EUSMPL0020-1-307	1313195	Bacteria	N/A	N/A	N/A	N/A	N/A	uncultured bacterium	0.0379	
EUSMPL0020-1-307	960992	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	uncultured Gluconacetobacter sp.	0.0218	
EUSMPL0020-1-307	1037781	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	Pantoea sp. NCCP-532	0.0197	
EUSMPL0020-1-307	934764	Bacteria	Bacteroidetes	N/A	N/A	N/A	N/A	uncultured Bacteroidetes bacterium	0.0179	
EUSMPL0020-1-307	9290	N/A	N/A	N/A	N/A	N/A	N/A	uncultured organism	0.0172	
EUSMPL0020-1-307	81326	Eukaryota	Streptophyta	Liliopsida	Pandanales	Cyclanthaceae	Carludovica	Carludovica palmata	0.0155	
EUSMPL0020-1-307	1232998	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	uncultured Lactobacillus sp.	0.0121	
EUSMPL0020-1-307	1244941	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	uncultured Bifidobacterium sp.	0.0072	
EUSMPL0020-1-307	1183323	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	0.0061	
EUSMPL0020-1-307	957490	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Altererythrobacter sp. OB38-2	0.0056	
EUSMPL0020-1-307	1166374	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	uncultured Clostridium sp.	0.004	
EUSMPL0020-1-307	1037327	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	Pantoea agglomerans	0.0033	
EUSMPL0020-1-307	1058743	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	N/A	Enterobacteriaceae bacterium KRT2	0.002	
EUSMPL0020-1-307	1024725	Bacteria	Proteobacteria	Gammaproteobacteria	N/A	N/A	N/A	uncultured gamma proteobacterium	0.002	
EUSMPL0020-1-307	1205307	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	uncultured Bacillus sp.	0.0019	
EUSMPL0020-1-307	1032053	Bacteria	Proteobacteria	Gammaproteobacteria	N/A	N/A	N/A	gamma proteobacterium PEB0174	0.0017	
EUSMPL0020-1-307	1168296	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Fonticella	Fonticella tunisiensis	0.0014	
EUSMPL0020-1-307	960930	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	N/A	uncultured Acetobacteraceae bacterium	0.0011	
EUSMPL0020-1-307	1022773	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Frischella	Frischella perrara	0.001	
EUSMPL0020-1-307	1173194	Bacteria	Firmicutes	Bacilli	N/A	N/A	N/A	uncultured Bacilli bacterium	0.0009	
EUSMPL0020-1-307	993270	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	N/A	N/A	uncultured Rhizobiales bacterium	0.0005	
EUSMPL0020-1-307	1058327	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	N/A	Enterobacteriaceae bacterium KMMT	0.0005	
EUSMPL0020-1-307	1037166	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Raoultella	Raoultella ornithinolytica	0.0004	
EUSMPL0020-1-307	1005075	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus kawasakiensis	0.0003	
EUSMPL0020-1-307	1004349	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter sp. R-36943	0.0003	
EUSMPL0020-1-307	63172	Eukaryota	Streptophyta	N/A	Chloranthales	Chloranthaceae	Sarcandra	Sarcandra grandifolia	0.0003	
EUSMPL0020-1-307	1191198	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	0.0002	
EUSMPL0020-1-307	1052813	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pluralibacter	Pluralibacter gergoviae	0.0002	
EUSMPL0020-1-307	103188	Eukaryota	Streptophyta	N/A	Proteales	Proteaceae	Grevillea	Grevillea robusta	0.0002	
EUSMPL0020-1-307	1245346	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium indicum	0.0001	
EUSMPL0020-1-307	1214696	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. A1148	0.0001	
EUSMPL0020-1-307	958908	Bacteria	Proteobacteria	Alphaproteobacteria	N/A	N/A	N/A	uncultured alpha proteobacterium	0.0001	
EUSMPL0020-1-307	1037636	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	Pantoea sp. DLA77	0.0001	
EUSMPL0020-1-307	1051028	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	Serratia plymuthica	0.0001	
EUSMPL0020-1-307	1058852	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	N/A	Aquamonas haywardensis	0.0001	
EUSMPL0020-1-307	1058540	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	N/A	Enterobacteriaceae bacterium KRT1	0.0001	
EUSMPL0020-1-307	1025543	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus pittmaniae	0.0001	
EUSMPL0020-1-307	1069287	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. B-5-1	0.0001	
EUSMPL0020-1-307	1079633	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	uncultured Pseudomonas sp.	0.0001	
EUSMPL0020-1-307	1329978	Bacteria	N/A	N/A	N/A	N/A	N/A	uncultured marine bacterium	0.0001	
EUSMPL0020-1-307	102174	Eukaryota	Streptophyta	N/A	Buxales	Buxaceae	Didymeles	Didymeles perrieri	0.0001	
EUSMPL0020-1-307	887750	Eukaryota	N/A	N/A	N/A	N/A	N/A	uncultured eukaryote	0.0001	
EUSMPL0020-1-308	1032053	Bacteria	Proteobacteria	Gammaproteobacteria	N/A	N/A	N/A	gamma proteobacterium PEB0174	0.8889	
EUSMPL0020-1-308	1022773	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Frischella	Frischella perrara	0.0741	
EUSMPL0020-1-308	1173194	Bacteria	Firmicutes	Bacilli	N/A	N/A	N/A	uncultured Bacilli bacterium	0.0247	
EUSMPL0020-1-309	1231591	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. Anuhmto23	0.2632	
EUSMPL0020-1-309	960930	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	N/A	uncultured Acetobacteraceae bacterium	0.2632	
EUSMPL0020-1-309	9290	N/A	N/A	N/A	N/A	N/A	N/A	uncultured organism	0.2105	
EUSMPL0020-1-309	1173194	Bacteria	Firmicutes	Bacilli	N/A	N/A	N/A	uncultured Bacilli bacterium	0.1053	
EUSMPL0020-1-309	1244941	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	uncultured Bifidobacterium sp.	0.0526	
EUSMPL0020-1-309	1242226	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	Marmoricola sp. CNJ872 PL04	0.0526	
EUSMPL0020-1-310	1231591	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. Anuhmto23	0.3846	
EUSMPL0020-1-310	1173194	Bacteria	Firmicutes	Bacilli	N/A	N/A	N/A	uncultured Bacilli bacterium	0.2308	
EUSMPL0020-1-310	1069357	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. NCCP-560	0.1026	
EUSMPL0020-1-310	9290	N/A	N/A	N/A	N/A	N/A	N/A	uncultured organism	0.1026	
EUSMPL0020-1-310	1022773	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Frischella	Frischella perrara	0.0769	
EUSMPL0020-1-310	1205307	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	uncultured Bacillus sp.	0.0513	
EUSMPL0020-1-310	1024725	Bacteria	Proteobacteria	Gammaproteobacteria	N/A	N/A	N/A	uncultured gamma proteobacterium	0.0256	
EUSMPL0020-1-4	993270	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	N/A	N/A	uncultured Rhizobiales bacterium	0.4183	
EUSMPL0020-1-4	1232998	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	uncultured Lactobacillus sp.	0.054	
EUSMPL0020-1-4	1173194	Bacteria	Firmicutes	Bacilli	N/A	N/A	N/A	uncultured Bacilli bacterium	0.039	
EUSMPL0020-1-4	1231591	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. Anuhmto23	0.0249	
EUSMPL0020-1-4	1244941	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	uncultured Bifidobacterium sp.	0.0087	
EUSMPL0020-1-4	1313195	Bacteria	N/A	N/A	N/A	N/A	N/A	uncultured bacterium	0.0022	
EUSMPL0020-1-4	1024725	Bacteria	Proteobacteria	Gammaproteobacteria	N/A	N/A	N/A	uncultured gamma proteobacterium	0.0019	
EUSMPL0020-1-4	1230462	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Fructobacillus	Fructobacillus tropaeoli	0.0014	
EUSMPL0020-1-4	1036075	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Arsenophonus	Arsenophonus endosymbiont of Dermacentor variabilis	0.0006	
EUSMPL0020-1-4	9290	N/A	N/A	N/A	N/A	N/A	N/A	uncultured organism	0.0006	
EUSMPL0020-1-4	1290689	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Dietziaceae	Dietzia	Dietzia psychralcaliphila	0.0004	
EUSMPL0020-1-4	1244921	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium kashiwanohense	0.0003	
EUSMPL0020-1-4	966104	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	uncultured Bartonella sp.	0.0003	
EUSMPL0020-1-4	960992	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	uncultured Gluconacetobacter sp.	0.0003	
EUSMPL0020-1-4	958908	Bacteria	Proteobacteria	Alphaproteobacteria	N/A	N/A	N/A	uncultured alpha proteobacterium	0.0003	
EUSMPL0020-1-4	1022773	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Frischella	Frischella perrara	0.0003	
EUSMPL0020-1-4	1032053	Bacteria	Proteobacteria	Gammaproteobacteria	N/A	N/A	N/A	gamma proteobacterium PEB0174	0.0003	
EUSMPL0020-1-4	12943	Archaea	N/A	N/A	N/A	N/A	N/A	uncultured archaeon	0.0002	
EUSMPL0020-1-4	960930	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	N/A	uncultured Acetobacteraceae bacterium	0.0002	
EUSMPL0020-1-4	1241186	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	uncultured Nocardioides sp.	0.0001	
EUSMPL0020-1-4	934764	Bacteria	Bacteroidetes	N/A	N/A	N/A	N/A	uncultured Bacteroidetes bacterium	0.0001	
EUSMPL0020-1-4	1205307	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	uncultured Bacillus sp.	0.0001	
EUSMPL0020-1-4	1231662	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sakei	0.0001	
EUSMPL0020-1-4	1231791	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. Anhor4	0.0001	
EUSMPL0020-1-4	961750	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus	0.0001	
EUSMPL0020-1-4	1035579	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Cronobacter	Cronobacter muytjensii	0.0001	
EUSMPL0020-1-4	1049165	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	0.0001	
EUSMPL0020-1-4	1051876	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	Serratia sp. M24T3	0.0001	
EUSMPL0020-1-4	1069357	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. NCCP-560	0.0001	
EUSMPL0020-1-4	951813	Bacteria	Verrucomicrobia	N/A	N/A	N/A	N/A	uncultured Verrucomicrobia bacterium	0.0001	
EUSMPL0020-1-4	81326	Eukaryota	Streptophyta	Liliopsida	Pandanales	Cyclanthaceae	Carludovica	Carludovica palmata	0.0001	
EUSMPL0020-1-4	63172	Eukaryota	Streptophyta	N/A	Chloranthales	Chloranthaceae	Sarcandra	Sarcandra grandifolia	0.0001	
EUSMPL0020-1-5	1244921	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium kashiwanohense	0.6	
EUSMPL0020-1-5	1313195	Bacteria	N/A	N/A	N/A	N/A	N/A	uncultured bacterium	0.4	
EUSMPL0020-1-6	960992	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	uncultured Gluconacetobacter sp.	0.3894	
EUSMPL0020-1-6	1173194	Bacteria	Firmicutes	Bacilli	N/A	N/A	N/A	uncultured Bacilli bacterium	0.3801	
EUSMPL0020-1-6	1231973	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. Mbohmt7	0.0735	
EUSMPL0020-1-6	1231591	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. Anuhmto23	0.0485	
EUSMPL0020-1-6	1232998	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	uncultured Lactobacillus sp.	0.0051	
EUSMPL0020-1-6	993270	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	N/A	N/A	uncultured Rhizobiales bacterium	0.0046	
EUSMPL0020-1-6	1313195	Bacteria	N/A	N/A	N/A	N/A	N/A	uncultured bacterium	0.0025	
EUSMPL0020-1-6	9290	N/A	N/A	N/A	N/A	N/A	N/A	uncultured organism	0.0017	
EUSMPL0020-1-6	1231662	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sakei	0.0014	
EUSMPL0020-1-6	1230462	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Fructobacillus	Fructobacillus tropaeoli	0.0013	
EUSMPL0020-1-6	960930	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	N/A	uncultured Acetobacteraceae bacterium	0.0013	
EUSMPL0020-1-6	1230935	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	uncultured Leuconostoc sp.	0.0006	
EUSMPL0020-1-6	1032053	Bacteria	Proteobacteria	Gammaproteobacteria	N/A	N/A	N/A	gamma proteobacterium PEB0174	0.0003	
EUSMPL0020-1-6	63172	Eukaryota	Streptophyta	N/A	Chloranthales	Chloranthaceae	Sarcandra	Sarcandra grandifolia	0.0003	
EUSMPL0020-1-6	1232995	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus paucivorans	0.0002	
EUSMPL0020-1-6	961308	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	Gluconobacter frateurii	0.0002	
EUSMPL0020-1-6	1022773	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Frischella	Frischella perrara	0.0002	
EUSMPL0020-1-6	1024725	Bacteria	Proteobacteria	Gammaproteobacteria	N/A	N/A	N/A	uncultured gamma proteobacterium	0.0002	
EUSMPL0020-1-6	1244921	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium kashiwanohense	0.0001	
EUSMPL0020-1-6	1244941	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	uncultured Bifidobacterium sp.	0.0001	
EUSMPL0020-1-6	1233391	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus coryniformis	0.0001	
EUSMPL0020-1-6	1170570	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	uncultured Peptostreptococcus sp.	0.0001	
EUSMPL0020-1-6	966104	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	uncultured Bartonella sp.	0.0001	
EUSMPL0020-1-6	1133759	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	N/A	uncultured Oxalobacteraceae bacterium	0.0001	
EUSMPL0020-1-6	1035978	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Providencia	Providencia sp. RDS6	0.0001	
EUSMPL0020-1-6	1069287	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. B-5-1	0.0001	
EUSMPL0020-1-6	1069357	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. NCCP-560	0.0001	
EUSMPL0020-1-6	1315479	Bacteria	N/A	N/A	N/A	N/A	N/A	uncultured compost bacterium	0.0001	
EUSMPL0020-1-6	102174	Eukaryota	Streptophyta	N/A	Buxales	Buxaceae	Didymeles	Didymeles perrieri	0.0001	
