[Sample ID]	[Taxon]	[Kingdom/SuperKingdom]	[Phylum]	[Class]	[Order]	[Family]	[Genus]	[Species]	[Relative Abundance]	
EUSMPL0020-1-1	1231591	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. Anuhmto23	0.8446	
EUSMPL0020-1-1	960992	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	uncultured Gluconacetobacter sp.	0.0538	
EUSMPL0020-1-1	1173194	Bacteria	Firmicutes	Bacilli	N/A	N/A	N/A	uncultured Bacilli bacterium	0.0324	
EUSMPL0020-1-1	1313195	Bacteria	N/A	N/A	N/A	N/A	N/A	uncultured bacterium	0.0139	
EUSMPL0020-1-1	958908	Bacteria	Proteobacteria	Alphaproteobacteria	N/A	N/A	N/A	uncultured alpha proteobacterium	0.0075	
EUSMPL0020-1-1	993270	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	N/A	N/A	uncultured Rhizobiales bacterium	0.0052	
EUSMPL0020-1-1	960930	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	N/A	uncultured Acetobacteraceae bacterium	0.0038	
EUSMPL0020-1-1	1049165	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	0.0032	
EUSMPL0020-1-1	1232998	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	uncultured Lactobacillus sp.	0.0027	
EUSMPL0020-1-1	1205307	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	uncultured Bacillus sp.	0.0022	
EUSMPL0020-1-1	1231973	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. Mbohmt7	0.0022	
EUSMPL0020-1-1	1232726	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. Adhmto1	0.0014	
EUSMPL0020-1-1	1024725	Bacteria	Proteobacteria	Gammaproteobacteria	N/A	N/A	N/A	uncultured gamma proteobacterium	0.0013	
EUSMPL0020-1-1	9290	N/A	N/A	N/A	N/A	N/A	N/A	uncultured organism	0.0007	
EUSMPL0020-1-1	1032053	Bacteria	Proteobacteria	Gammaproteobacteria	N/A	N/A	N/A	gamma proteobacterium PEB0174	0.0005	
EUSMPL0020-1-1	954123	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. CHNTR37	0.0004	
EUSMPL0020-1-1	1069287	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. B-5-1	0.0004	
EUSMPL0020-1-1	1022773	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Frischella	Frischella perrara	0.0003	
EUSMPL0020-1-1	1302959	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	N/A	Microbacteriaceae bacterium SAP01_5	0.0002	
EUSMPL0020-1-1	1043785	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	0.0002	
EUSMPL0020-1-1	1244941	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	uncultured Bifidobacterium sp.	0.0001	
EUSMPL0020-1-1	1180651	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Salinicoccus	Salinicoccus jeotgali	0.0001	
EUSMPL0020-1-1	1230462	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Fructobacillus	Fructobacillus tropaeoli	0.0001	
EUSMPL0020-1-1	1231662	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sakei	0.0001	
EUSMPL0020-1-1	991421	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium fujisawaense	0.0001	
EUSMPL0020-1-1	1133759	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	N/A	uncultured Oxalobacteraceae bacterium	0.0001	
EUSMPL0020-1-1	1112271	Bacteria	Proteobacteria	N/A	N/A	N/A	N/A	uncultured proteobacterium	0.0001	
EUSMPL0020-1-1	1329978	Bacteria	N/A	N/A	N/A	N/A	N/A	uncultured marine bacterium	0.0001	
EUSMPL0020-1-1	81326	Eukaryota	Streptophyta	Liliopsida	Pandanales	Cyclanthaceae	Carludovica	Carludovica palmata	0.0001	
EUSMPL0020-1-1	113948	Eukaryota	Streptophyta	N/A	Asterales	Goodeniaceae	Scaevola	Scaevola aemula	0.0001	
EUSMPL0020-1-1	63172	Eukaryota	Streptophyta	N/A	Chloranthales	Chloranthaceae	Sarcandra	Sarcandra grandifolia	0.0001	
EUSMPL0020-1-147	1232998	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	uncultured Lactobacillus sp.	0.3157	
EUSMPL0020-1-147	1173194	Bacteria	Firmicutes	Bacilli	N/A	N/A	N/A	uncultured Bacilli bacterium	0.2349	
EUSMPL0020-1-147	1024725	Bacteria	Proteobacteria	Gammaproteobacteria	N/A	N/A	N/A	uncultured gamma proteobacterium	0.0541	
EUSMPL0020-1-147	960992	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	uncultured Gluconacetobacter sp.	0.0469	
EUSMPL0020-1-147	1244941	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	uncultured Bifidobacterium sp.	0.0155	
EUSMPL0020-1-147	1231591	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. Anuhmto23	0.007	
EUSMPL0020-1-147	1313195	Bacteria	N/A	N/A	N/A	N/A	N/A	uncultured bacterium	0.0058	
EUSMPL0020-1-147	1232726	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. Adhmto1	0.0043	
EUSMPL0020-1-147	9290	N/A	N/A	N/A	N/A	N/A	N/A	uncultured organism	0.0028	
EUSMPL0020-1-147	1043785	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	0.0012	
EUSMPL0020-1-147	1032053	Bacteria	Proteobacteria	Gammaproteobacteria	N/A	N/A	N/A	gamma proteobacterium PEB0174	0.0007	
EUSMPL0020-1-147	1233057	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. Thmro15	0.0005	
EUSMPL0020-1-147	1059044	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	N/A	uncultured Enterobacteriaceae bacterium	0.0004	
EUSMPL0020-1-147	1022773	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Frischella	Frischella perrara	0.0003	
EUSMPL0020-1-147	1069357	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. NCCP-560	0.0003	
EUSMPL0020-1-147	1231791	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. Anhor4	0.0002	
EUSMPL0020-1-147	993270	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	N/A	N/A	uncultured Rhizobiales bacterium	0.0002	
EUSMPL0020-1-147	960930	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	N/A	uncultured Acetobacteraceae bacterium	0.0002	
EUSMPL0020-1-147	1042918	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter sp. BSRA1	0.0001	
EUSMPL0020-1-147	1042359	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	uncultured Enterobacter sp.	0.0001	
EUSMPL0020-1-147	1038533	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	uncultured Pantoea sp.	0.0001	
EUSMPL0020-1-147	1037088	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Raoultella	uncultured Raoultella sp.	0.0001	
EUSMPL0020-1-147	1049165	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	0.0001	
EUSMPL0020-1-147	1058852	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	N/A	Aquamonas haywardensis	0.0001	
EUSMPL0020-1-147	1034788	Bacteria	Proteobacteria	Gammaproteobacteria	N/A	N/A	Candidatus Nardonella	endosymbiont of Sphenophorus levis	0.0001	
EUSMPL0020-1-147	81326	Eukaryota	Streptophyta	Liliopsida	Pandanales	Cyclanthaceae	Carludovica	Carludovica palmata	0.0001	
EUSMPL0020-1-148	960992	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	uncultured Gluconacetobacter sp.	0.3011	
EUSMPL0020-1-148	1231591	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. Anuhmto23	0.1131	
EUSMPL0020-1-148	1173194	Bacteria	Firmicutes	Bacilli	N/A	N/A	N/A	uncultured Bacilli bacterium	0.0392	
EUSMPL0020-1-148	1232998	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	uncultured Lactobacillus sp.	0.0267	
EUSMPL0020-1-148	1244941	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	uncultured Bifidobacterium sp.	0.0218	
EUSMPL0020-1-148	1313195	Bacteria	N/A	N/A	N/A	N/A	N/A	uncultured bacterium	0.0139	
EUSMPL0020-1-148	9290	N/A	N/A	N/A	N/A	N/A	N/A	uncultured organism	0.002	
EUSMPL0020-1-148	63172	Eukaryota	Streptophyta	N/A	Chloranthales	Chloranthaceae	Sarcandra	Sarcandra grandifolia	0.0005	
EUSMPL0020-1-148	993270	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	N/A	N/A	uncultured Rhizobiales bacterium	0.0004	
EUSMPL0020-1-148	960930	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	N/A	uncultured Acetobacteraceae bacterium	0.0004	
EUSMPL0020-1-148	1022773	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Frischella	Frischella perrara	0.0004	
EUSMPL0020-1-148	1032053	Bacteria	Proteobacteria	Gammaproteobacteria	N/A	N/A	N/A	gamma proteobacterium PEB0174	0.0004	
EUSMPL0020-1-148	1069357	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. NCCP-560	0.0003	
EUSMPL0020-1-148	1232726	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. Adhmto1	0.0002	
EUSMPL0020-1-148	958908	Bacteria	Proteobacteria	Alphaproteobacteria	N/A	N/A	N/A	uncultured alpha proteobacterium	0.0002	
EUSMPL0020-1-148	1244765	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium biavatii	0.0001	
EUSMPL0020-1-148	1037327	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	Pantoea agglomerans	0.0001	
EUSMPL0020-1-148	1049165	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica	0.0001	
EUSMPL0020-1-148	1079633	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	uncultured Pseudomonas sp.	0.0001	
EUSMPL0020-1-148	1024725	Bacteria	Proteobacteria	Gammaproteobacteria	N/A	N/A	N/A	uncultured gamma proteobacterium	0.0001	
EUSMPL0020-1-148	1112271	Bacteria	Proteobacteria	N/A	N/A	N/A	N/A	uncultured proteobacterium	0.0001	
EUSMPL0020-1-148	58476	Eukaryota	Streptophyta	N/A	Polypodiales	Dennstaedtiaceae	Pteridium	Pteridium aquilinum	0.0001	
EUSMPL0020-1-149	993270	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	N/A	N/A	uncultured Rhizobiales bacterium	0.1212	
EUSMPL0020-1-149	960992	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	uncultured Gluconacetobacter sp.	0.0775	
EUSMPL0020-1-149	1173194	Bacteria	Firmicutes	Bacilli	N/A	N/A	N/A	uncultured Bacilli bacterium	0.0532	
EUSMPL0020-1-149	1232726	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. Adhmto1	0.0237	
EUSMPL0020-1-149	1231591	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. Anuhmto23	0.02	
EUSMPL0020-1-149	1244941	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	uncultured Bifidobacterium sp.	0.0138	
EUSMPL0020-1-149	9290	N/A	N/A	N/A	N/A	N/A	N/A	uncultured organism	0.0012	
EUSMPL0020-1-149	1069357	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. NCCP-560	0.0008	
EUSMPL0020-1-149	1244765	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium biavatii	0.0006	
EUSMPL0020-1-149	1232998	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	uncultured Lactobacillus sp.	0.0006	
EUSMPL0020-1-149	63172	Eukaryota	Streptophyta	N/A	Chloranthales	Chloranthaceae	Sarcandra	Sarcandra grandifolia	0.0004	
EUSMPL0020-1-149	1313195	Bacteria	N/A	N/A	N/A	N/A	N/A	uncultured bacterium	0.0003	
EUSMPL0020-1-149	1022773	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Frischella	Frischella perrara	0.0002	
EUSMPL0020-1-149	1245346	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium indicum	0.0001	
EUSMPL0020-1-149	1221028	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus thermoleovorans	0.0001	
EUSMPL0020-1-149	960930	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	N/A	uncultured Acetobacteraceae bacterium	0.0001	
EUSMPL0020-1-149	958908	Bacteria	Proteobacteria	Alphaproteobacteria	N/A	N/A	N/A	uncultured alpha proteobacterium	0.0001	
EUSMPL0020-1-149	1079633	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	uncultured Pseudomonas sp.	0.0001	
EUSMPL0020-1-149	1032053	Bacteria	Proteobacteria	Gammaproteobacteria	N/A	N/A	N/A	gamma proteobacterium PEB0174	0.0001	
EUSMPL0020-1-150	1231591	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. Anuhmto23	0.357	
EUSMPL0020-1-150	1173194	Bacteria	Firmicutes	Bacilli	N/A	N/A	N/A	uncultured Bacilli bacterium	0.0923	
EUSMPL0020-1-150	960992	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	uncultured Gluconacetobacter sp.	0.0036	
EUSMPL0020-1-150	1232998	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	uncultured Lactobacillus sp.	0.0025	
EUSMPL0020-1-150	9290	N/A	N/A	N/A	N/A	N/A	N/A	uncultured organism	0.0025	
EUSMPL0020-1-150	1032053	Bacteria	Proteobacteria	Gammaproteobacteria	N/A	N/A	N/A	gamma proteobacterium PEB0174	0.0016	
EUSMPL0020-1-150	63172	Eukaryota	Streptophyta	N/A	Chloranthales	Chloranthaceae	Sarcandra	Sarcandra grandifolia	0.001	
EUSMPL0020-1-150	1313195	Bacteria	N/A	N/A	N/A	N/A	N/A	uncultured bacterium	0.0008	
EUSMPL0020-1-150	1244941	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	uncultured Bifidobacterium sp.	0.0005	
EUSMPL0020-1-150	958908	Bacteria	Proteobacteria	Alphaproteobacteria	N/A	N/A	N/A	uncultured alpha proteobacterium	0.0003	
EUSMPL0020-1-150	1022773	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Frischella	Frischella perrara	0.0003	
EUSMPL0020-1-150	1304197	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	Micrococcus cohnii	0.0001	
EUSMPL0020-1-150	1230462	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Fructobacillus	Fructobacillus tropaeoli	0.0001	
EUSMPL0020-1-150	1231791	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. Anhor4	0.0001	
EUSMPL0020-1-150	1233057	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. Thmro15	0.0001	
EUSMPL0020-1-150	993270	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	N/A	N/A	uncultured Rhizobiales bacterium	0.0001	
EUSMPL0020-1-150	960930	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	N/A	uncultured Acetobacteraceae bacterium	0.0001	
EUSMPL0020-1-150	1069287	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. B-5-1	0.0001	
EUSMPL0020-1-150	1024725	Bacteria	Proteobacteria	Gammaproteobacteria	N/A	N/A	N/A	uncultured gamma proteobacterium	0.0001	
EUSMPL0020-1-150	1144033	Bacteria	Proteobacteria	N/A	N/A	N/A	N/A	proteobacterium symbiont of Nilaparvata lugens	0.0001	
EUSMPL0020-1-150	1112271	Bacteria	Proteobacteria	N/A	N/A	N/A	N/A	uncultured proteobacterium	0.0001	
EUSMPL0020-1-150	81326	Eukaryota	Streptophyta	Liliopsida	Pandanales	Cyclanthaceae	Carludovica	Carludovica palmata	0.0001	
EUSMPL0020-1-150	56753	Eukaryota	Streptophyta	N/A	Lycopodiales	Lycopodiaceae	Huperzia	Huperzia lucidula	0.0001	
EUSMPL0020-1-151	1231591	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. Anuhmto23	0.1451	
EUSMPL0020-1-151	960992	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	uncultured Gluconacetobacter sp.	0.1322	
EUSMPL0020-1-151	1313195	Bacteria	N/A	N/A	N/A	N/A	N/A	uncultured bacterium	0.1007	
EUSMPL0020-1-151	1173194	Bacteria	Firmicutes	Bacilli	N/A	N/A	N/A	uncultured Bacilli bacterium	0.0883	
EUSMPL0020-1-151	9290	N/A	N/A	N/A	N/A	N/A	N/A	uncultured organism	0.072	
EUSMPL0020-1-151	956670	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. 1PNM-20	0.0489	
EUSMPL0020-1-151	1232998	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	uncultured Lactobacillus sp.	0.0439	
EUSMPL0020-1-151	1244941	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	uncultured Bifidobacterium sp.	0.0332	
EUSMPL0020-1-151	958908	Bacteria	Proteobacteria	Alphaproteobacteria	N/A	N/A	N/A	uncultured alpha proteobacterium	0.0146	
EUSMPL0020-1-151	1069357	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. NCCP-560	0.0112	
EUSMPL0020-1-151	1234321	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella elegans	0.0101	
EUSMPL0020-1-151	1059044	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	N/A	uncultured Enterobacteriaceae bacterium	0.0079	
EUSMPL0020-1-151	1205307	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	uncultured Bacillus sp.	0.0034	
EUSMPL0020-1-151	1032053	Bacteria	Proteobacteria	Gammaproteobacteria	N/A	N/A	N/A	gamma proteobacterium PEB0174	0.0028	
EUSMPL0020-1-151	960704	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	Roseomonas sp. S2-87	0.0022	
EUSMPL0020-1-151	1022773	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Frischella	Frischella perrara	0.0022	
EUSMPL0020-1-151	938738	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes massiliensis	0.0017	
EUSMPL0020-1-151	960930	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	N/A	uncultured Acetobacteraceae bacterium	0.0017	
EUSMPL0020-1-151	1194345	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus panaciterrae	0.0011	
EUSMPL0020-1-151	1024725	Bacteria	Proteobacteria	Gammaproteobacteria	N/A	N/A	N/A	uncultured gamma proteobacterium	0.0011	
EUSMPL0020-1-151	1214696	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. A1148	0.0006	
EUSMPL0020-1-151	993270	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	N/A	N/A	uncultured Rhizobiales bacterium	0.0006	
EUSMPL0020-1-151	63172	Eukaryota	Streptophyta	N/A	Chloranthales	Chloranthaceae	Sarcandra	Sarcandra grandifolia	0.0006	
EUSMPL0020-1-152	960930	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	N/A	uncultured Acetobacteraceae bacterium	0.3323	
EUSMPL0020-1-152	1231591	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. Anuhmto23	0.3082	
EUSMPL0020-1-152	960992	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	uncultured Gluconacetobacter sp.	0.091	
EUSMPL0020-1-152	1313195	Bacteria	N/A	N/A	N/A	N/A	N/A	uncultured bacterium	0.0359	
EUSMPL0020-1-152	1173194	Bacteria	Firmicutes	Bacilli	N/A	N/A	N/A	uncultured Bacilli bacterium	0.0291	
EUSMPL0020-1-152	1232998	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	uncultured Lactobacillus sp.	0.0175	
EUSMPL0020-1-152	1116967	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter sulfurreducens	0.0155	
EUSMPL0020-1-152	1244941	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	uncultured Bifidobacterium sp.	0.0109	
EUSMPL0020-1-152	1286544	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium amycolatum	0.0084	
EUSMPL0020-1-152	9290	N/A	N/A	N/A	N/A	N/A	N/A	uncultured organism	0.0056	
EUSMPL0020-1-152	934764	Bacteria	Bacteroidetes	N/A	N/A	N/A	N/A	uncultured Bacteroidetes bacterium	0.0053	
EUSMPL0020-1-152	1205307	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	uncultured Bacillus sp.	0.0025	
EUSMPL0020-1-152	1232726	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. Adhmto1	0.0022	
EUSMPL0020-1-152	1278483	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes sp. HBUM 84225	0.0014	
EUSMPL0020-1-152	1333237	Bacteria	N/A	N/A	N/A	N/A	N/A	uncultured soil bacterium	0.0012	
EUSMPL0020-1-152	1242226	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	Marmoricola sp. CNJ872 PL04	0.0011	
EUSMPL0020-1-152	993270	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	N/A	N/A	uncultured Rhizobiales bacterium	0.0011	
EUSMPL0020-1-152	983468	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium sp. R2S6	0.0008	
EUSMPL0020-1-152	992098	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium sp. C3102	0.0007	
EUSMPL0020-1-152	1069357	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. NCCP-560	0.0007	
EUSMPL0020-1-152	962118	Bacteria	Proteobacteria	Alphaproteobacteria	N/A	N/A	N/A	alpha proteobacterium hswX150	0.0006	
EUSMPL0020-1-152	958908	Bacteria	Proteobacteria	Alphaproteobacteria	N/A	N/A	N/A	uncultured alpha proteobacterium	0.0006	
EUSMPL0020-1-152	1032053	Bacteria	Proteobacteria	Gammaproteobacteria	N/A	N/A	N/A	gamma proteobacterium PEB0174	0.0006	
EUSMPL0020-1-152	1024725	Bacteria	Proteobacteria	Gammaproteobacteria	N/A	N/A	N/A	uncultured gamma proteobacterium	0.0003	
EUSMPL0020-1-152	1244765	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium biavatii	0.0002	
EUSMPL0020-1-152	961750	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus	0.0002	
EUSMPL0020-1-152	1286328	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium renale	0.0001	
EUSMPL0020-1-152	1286699	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium sp. 1337	0.0001	
EUSMPL0020-1-152	1243503	Bacteria	Actinobacteria	Actinobacteria	N/A	N/A	N/A	actinobacterium YNPRH1P-1	0.0001	
EUSMPL0020-1-152	1231791	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp. Anhor4	0.0001	
EUSMPL0020-1-152	1169279	Bacteria	Firmicutes	Clostridia	Clostridiales	N/A	N/A	uncultured Clostridiales bacterium	0.0001	
